timestamp,dataset,model,embedding_dim,inverse_triples,learning_rate,num_epochs,batch_size,training_time,hits@1,hits@3,hits@10,mrr,mr
2025-05-20 16:09:20,gyafc,RotatE,128,False,0.001,50,1024,213.88025522232056,0.2492721979621543,0.31251299646496156,0.3845134123518403,0.2976987659931183,1499.2884521484375
2025-05-20 16:13:02,gyafc,RotatE,128,False,0.0005,50,1024,221.6823766231537,0.2466729049698482,0.32148055728841757,0.4008629652734456,0.3019450306892395,1342.0213623046875
2025-05-20 16:19:35,gyafc,RotatE,256,False,0.001,50,1024,392.6742572784424,0.2947078394676648,0.3847213557912248,0.4682626325639426,0.35731855034828186,1197.84033203125
2025-05-20 16:26:25,gyafc,RotatE,256,False,0.0005,50,1024,409.4795980453491,0.29187461010605115,0.38381160324391767,0.47169369931378663,0.3557787537574768,1164.963134765625
2025-05-20 16:39:30,gyafc,RotatE,512,False,0.001,50,1024,783.2587144374847,0.3038053649407361,0.40351424412559783,0.49451549178623416,0.3719606399536133,1235.5428466796875
2025-05-20 16:52:28,gyafc,RotatE,512,False,0.0005,50,1024,777.6238780021667,0.3010241214389686,0.40322832189644414,0.4951393221043876,0.37049397826194763,1166.5377197265625
2025-05-20 17:03:18,gyafc,ComplEx,128,False,0.001,50,1024,165.98017525672913,0.0,2.5992929923060926e-05,5.198585984612185e-05,0.0002013154880842194,23312.841796875
2025-05-20 17:06:04,gyafc,ComplEx,128,False,0.0005,50,1024,165.63718700408936,0.0,2.5992929923060926e-05,5.198585984612185e-05,0.0002013154880842194,23312.841796875
2025-05-20 17:10:24,gyafc,ComplEx,256,False,0.001,50,1024,259.3688485622406,0.0,7.797878976918278e-05,0.00023393636930754835,0.00022338179405778646,23526.5859375
2025-05-20 17:14:42,gyafc,ComplEx,256,False,0.0005,50,1024,256.9183301925659,0.0,7.797878976918278e-05,0.00023393636930754835,0.00022338179405778646,23526.5859375
2025-05-20 17:22:40,gyafc,ComplEx,512,False,0.001,50,1024,477.4647138118744,0.0,5.198585984612185e-05,0.00015595757953836556,0.00020983447029720992,23550.53515625
2025-05-20 17:30:47,gyafc,ComplEx,512,False,0.0005,50,1024,485.06040358543396,0.0,5.198585984612185e-05,0.00015595757953836556,0.00020983447029720992,23550.53515625
2025-05-20 17:34:12,gyafc,TransE,128,True,0.001,50,1024,204.51912426948547,0.0,0.0805001039717197,0.1812227074235808,0.06357929855585098,2330.7890625
2025-05-20 17:37:36,gyafc,TransE,128,True,0.0005,50,1024,203.16110801696777,0.0,0.0805001039717197,0.1812227074235808,0.06357929855585098,2330.7890625
2025-05-20 17:43:21,gyafc,TransE,256,True,0.001,50,1024,344.25258898735046,0.0,0.08185173632771886,0.19661052193803286,0.0665544643998146,2276.8720703125
2025-05-20 17:47:32,gyafc,TransE,256,True,0.0005,50,1024,250.51076078414917,0.0,0.08185173632771886,0.19661052193803286,0.0665544643998146,2276.8720703125
2025-05-20 17:55:13,gyafc,TransE,512,True,0.001,50,1024,460.59522676467896,0.0,0.07033686837180286,0.188994593470576,0.062239065766334534,2171.654052734375
2025-05-20 18:02:53,gyafc,TransE,512,True,0.0005,50,1024,458.56789469718933,0.0,0.07033686837180286,0.188994593470576,0.062239065766334534,2171.654052734375
2025-05-20 18:03:56,gyafc,DistMult,128,False,0.001,50,1024,62.838855504989624,0.012216677063838636,0.053363485132044086,0.09440632148055729,0.03914143517613411,19787.375
2025-05-20 18:04:59,gyafc,DistMult,128,False,0.0005,50,1024,62.805304527282715,0.012216677063838636,0.053363485132044086,0.09440632148055729,0.03914143517613411,19787.375
2025-05-20 18:06:26,gyafc,DistMult,256,False,0.001,50,1024,86.71045875549316,0.11421293408192972,0.16414535246412976,0.22088791848617176,0.15256372094154358,2518.1953125
2025-05-20 18:07:49,gyafc,DistMult,256,False,0.0005,50,1024,82.27877020835876,0.11421293408192972,0.16414535246412976,0.22088791848617176,0.15256372094154358,2518.1953125
2025-05-20 18:10:04,gyafc,DistMult,512,False,0.001,50,1024,135.41844773292542,0.15062902890413807,0.25337908088999794,0.36930754834684965,0.22523455321788788,1082.5709228515625
2025-05-20 18:12:38,gyafc,DistMult,512,False,0.0005,50,1024,153.1767544746399,0.15062902890413807,0.25337908088999794,0.36930754834684965,0.22523455321788788,1082.5709228515625
2025-05-20 18:32:47,gyafc,ConvE,128,False,0.001,50,1024,1208.918837070465,0.002443335412767727,0.0054585152838427945,0.014348097317529632,0.008217845112085342,5181.10400390625
